Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Montgomery	Brian Allen		X	GA01	2025	9/29/2025	30025438
Hon.	Mooney	Alexander Xavier		T	WV02	2025	2/3/2025	10063352
Hon.	Moore	Riley M.		X	WV02	2025	5/9/2025	8220877
Hon.	Moore	Tim		P	NC14	2025	2/15/2025	20026796
Hon.	Moore	Tim		P	NC14	2025	3/11/2025	20027944
Hon.	Moore	Tim		P	NC14	2025	4/14/2025	20029134
Hon.	Moore	Tim		P	NC14	2025	6/13/2025	20030516
Hon.	Moore	Tim		P	NC14	2025	6/13/2025	20030522
Hon.	Moore	Tim		P	NC14	2025	7/9/2025	20030637
Hon.	Moore	Tim		P	NC14	2025	8/5/2025	20030824
Hon.	Moore	Tim		P	NC14	2025	9/3/2025	20031020
	Moraitis	George R.		C	FL23	2025	6/30/2025	10066937
	Moraitis	George R.		X	FL23	2025	5/7/2025	30022919
	Moreno- Perez	Katrina Marielle		X	CA26	2025	6/30/2025	30025232
	Morrison	Curtis		C	CA48	2025	5/14/2025	10067878
Hon.	Morrison	Kelly Louise		P	MN03	2025	2/2/2025	20026695
Hon.	Morrison	Kelly Louise		P	MN03	2025	3/10/2025	20027907
Hon.	Morrison	Kelly Louise		P	MN03	2025	3/11/2025	20027951
Hon.	Morrison	Kelly Louise		P	MN03	2025	4/4/2025	20029067
Hon.	Morrison	Kelly Louise		P	MN03	2025	4/11/2025	20029121
Hon.	Morrison	Kelly Louise		P	MN03	2025	5/5/2025	20030267
Hon.	Morrison	Kelly Louise		P	MN03	2025	5/13/2025	20030313
Hon.	Morrison	Kelly Louise		P	MN03	2025	6/4/2025	20030448
Hon.	Morrison	Kelly Louise		P	MN03	2025	6/18/2025	20030475
Hon.	Morrison	Kelly Louise		P	MN03	2025	8/3/2025	20030802
Hon.	Morrison	Kelly Louise		P	MN03	2025	8/19/2025	20030893
Hon.	Morrison	Kelly Louise		P	MN03	2025	9/11/2025	20032061
	Morrison	Kevin B.		C	IL08	2025	9/2/2025	10072040
Hon.	Moskowitz	Jared		P	FL23	2025	2/10/2025	20026731
Hon.	Moskowitz	Jared		P	FL23	2025	3/6/2025	20027896
Hon.	Moskowitz	Jared		P	FL23	2025	4/8/2025	20029079
Hon.	Moskowitz	Jared		P	FL23	2025	5/9/2025	20030282
Hon.	Moskowitz	Jared		P	FL23	2025	6/27/2025	20030455
	Moss	Jeremy		C	MI11	2025	7/11/2025	10071730
	Mota	Samantha		C	CA37	2025	7/10/2025	10071757
Hon.	Moulton	Seth		P	MA06	2025	8/5/2025	20030756
	Moyer	Eric Hamilton		C	NE01	2025	9/15/2025	10072407
	Munsing	Evan		X	CO08	2025	8/21/2025	30025368
	Murphy	Craig		D	PA35	2025	3/3/2025	40003731
	Myers	Tim		X	CA41	2025	6/2/2025	8221076
	Nadeem	Alea		C	OH09	2025	8/10/2025	10071820
	Nagy	Aury		X	NV03	2025	5/14/2025	30023215
Hon.	Napolitano	Grace F.		T	CA31	2025	3/4/2025	10063249
	Nash	Brian L.		D	CA48	2025	6/9/2025	40004786
	Neal	Joyce Elaine		A	TN05	2025	5/24/2025	10070318
	Neal	Joyce Elaine		C	TN05	2025	5/24/2025	10070317
Hon.	Newhouse	Dan		P	WA04	2025	5/16/2025	20030292
Hon.	Newhouse	Dan		P	WA04	2025	9/17/2025	20032091
	Nez	Jonathan Michael		C	AZ02	2025	8/14/2025	10067927
	Nez	Jonathan Michael		X	AZ02	2025	5/14/2025	30023336
Hon.	Nickel	Wiley		T	NC13	2025	5/2/2025	10063236
Hon.	Nickel	Wiley		X	NC13	2025	1/22/2025	30022477
	Nolley	Paul		C	IL16	2025	8/11/2025	10067650
	Nolley	Paul		X	IL16	2025	5/14/2025	30023335
Hon.	Norcross	Donald W.		P	NJ01	2025	9/4/2025	20030894
Hon.	Norton	Eleanor Holmes		P	DC00	2025	3/11/2025	20027950
	Oakley	Angel		X	IL03	2025	9/24/2025	30025431
	Obando-Derstine	Carol		A	PA07	2025	6/15/2025	10071566
	Obando-Derstine	Carol		C	PA07	2025	6/11/2025	10070375
	Obando-Derstine	Carol		X	PA07	2025	6/4/2025	30024012
	Oberweis	James		C	FL19	2025	4/29/2025	8220945
	O'Donnell	Marty		C	NV03	2025	8/13/2025	10069097
	O'Donnell	Marty		X	NV03	2025	5/22/2025	30023918
	Ojeda	Richard N.		C	NC09	2025	6/10/2025	8221155
Ms.	Oldham	Kortney Grant		C	WI06	2025	6/29/2025	10071670
	Operana-Foxx	Deja Cherise		C	AZ07	2025	6/14/2025	10070521
	Operana-Foxx	Deja Cherise		X	AZ07	2025	6/2/2025	8220989
	Oppenheim	Jesse		X	NC08	2025	7/15/2025	8221189
	Osberg	Erik		C	MN07	2025	5/13/2025	10065680
	Otoole	Stephen Charles		X	TX25	2025	6/26/2025	30025216
	Oxman	David		C	PA03	2025	8/13/2025	10068389
	Oxman	David		X	PA03	2025	5/22/2025	30023562
	Oxman	David		X	PA03	2025	6/12/2025	30024157
	Padora	John J.	Jr	A	CO04	2025	5/14/2025	10068942
	Padora	John J.	Jr	A	CO04	2025	5/16/2025	10069211
	Padora	John J.	Jr	C	CO04	2025	5/14/2025	10068940
	Pan	David		C	CA46	2025	2/26/2025	10063373
	Pandich	Elizabeth		C	FL21	2025	5/16/2025	10069151
	Papanu	Amy		W		2025		8221181
	Pargeter	Evan George		W		2025		8221169
	Pargeter	Evan George		W	OH15	2025	3/3/2025	8001
Mr.	Parrott	Neil Conrad Mr		C	MD06	2025	2/24/2025	10063328
Mr.	Patel	Shaaf		C	CA41	2025	7/7/2025	10071729
Hon.	Patronis	Jimmy	Jr.	X	FL01	2025	5/1/2025	30022971
	Payad	Maricar		C	CA40	2025	9/26/2025	10072568
Mr.	Pearson	Glenn Keith		C	FL16	2025	5/14/2025	10067852
	Peck	Timothy		C	IN09	2025	5/16/2025	10068979
	Pedersen	Mike		C	FL19	2025	6/1/2025	10070396
	Peguero	Robin		C	FL27	2025	8/14/2025	10072199
	Pekarsky	Stella		C	VA11	2025	6/11/2025	10070508
Hon.	Pelosi	Nancy		P	CA11	2025	1/17/2025	20026590
Hon.	Pelosi	Nancy		P	CA11	2025	7/9/2025	20030630
Hon.	Peltola	Mary		T	AK00	2025	3/10/2025	10063340
Hon.	Peltola	Mary		X	AK00	2025	1/31/2025	30022491
	Pena	Lauren B.		C	TX35	2025	6/21/2025	10071619
Hon.	Pence	Gregory J.		T	IN06	2025	1/27/2025	10063314
	Penn	Krista		C	GA01	2025	7/20/2025	10071669
	Penn	Krista		D	GA01	2025	7/2/2025	9115563
	People	Robert		C	FL15	2025	7/29/2025	10071929
	Pereszlenyi	Alex		C	NV01	2025	9/2/2025	10070526
	Pereszlenyi	Alex		D	NV01	2025	7/7/2025	40004795
	Perez-Caputo	Joseph		A	CT04	2025	8/19/2025	10072260
	Perez-Caputo	Joseph		C	CT04	2025	8/19/2025	10071703
	Perez-Caputo	Joseph		X	CT04	2025	7/8/2025	30025245
	Peters	Robert James		C	IL02	2025	7/30/2025	10070443
	Peters	Robert James		X	IL02	2025	6/12/2025	30024026
	Peters	Robert James		X	IL02	2025	6/18/2025	30024175
Hon.	Peters	Scott H.		P	CA50	2025	1/15/2025	20026577
Hon.	Peters	Scott H.		P	CA50	2025	2/18/2025	20026774
Hon.	Peters	Scott H.		P	CA50	2025	3/14/2025	20027961
Hon.	Peters	Scott H.		P	CA50	2025	4/18/2025	20029120
Hon.	Peters	Scott H.		P	CA50	2025	5/16/2025	20030340
Hon.	Peters	Scott H.		P	CA50	2025	6/23/2025	20030517
Hon.	Peters	Scott H.		P	CA50	2025	7/16/2025	20030663
Hon.	Peters	Scott H.		P	CA50	2025	8/11/2025	20030876
Hon.	Peters	Scott H.		P	CA50	2025	9/15/2025	20032054
Hon.	Pettersen	Brittany Louise		G	CO07	2025	3/10/2025	8220792
Hon.	Pfluger	August Lee	II	P	TX11	2025	2/15/2025	20021220
Hon.	Pfluger	August Lee	II	P	TX11	2025	7/23/2025	20030714
Hon.	Pfluger	August Lee	II	P	TX11	2025	8/13/2025	20030737
Hon.	Phillips	Dean		B	MN03	2025	1/23/2025	8220735
Hon.	Phillips	Dean		B	MN03	2025	1/31/2025	8220736
Hon.	Phillips	Dean		T	MN03	2025	4/23/2025	10063264
Hon.	Phillips	Dean		X	MN03	2025	1/14/2025	30022471
	Phillips-Staley	Effie		C	NY17	2025	9/9/2025	10070512
	Phillips-Staley	Effie		X	NY17	2025	6/18/2025	30024174
	Phillips-Staley	Effie		X	NY17	2025	8/12/2025	30025364
	Piccinini	Katherine		C	CA10	2025	5/10/2025	10066880
	Pickett	Deborah A.		C	IN05	2025	9/19/2025	10072508
Hon.	Pingree	Chellie		P	ME01	2025	6/11/2025	20030492
	Pino	Rosemary		X	NJ09	2025	8/5/2025	30025349
	Pinsley	Mark		X	PA07	2025	9/3/2025	30025397
	Pixley	Jeffrey		X	OK04	2025	9/29/2025	30025444
Mr.	Plumb	Nicholas Lee		D	TX02	2025	5/14/2025	9115571
	Pohl	Amanda		C	VA01	2025	7/5/2025	10071716
	Pohl	Amanda		X	VA01	2025	7/8/2025	30025251
	Polan	Sam		X	IL09	2025	9/29/2025	30025437
	Poludniak	Cody Nikolas		W	CA02	2025	5/19/2025	8004
	Popp	Benjamin		D	PA06	2025	5/19/2025	40004780
	Porter	Ferguson		C	CA41	2025	5/30/2025	10063378
	Porter	Ferguson		X	CA41	2025	2/25/2025	30022498
Hon.	Porter	Katherine		T	CA47	2025	1/16/2025	10063230
Hon.	Posey	Bill		T	FL08	2025	1/21/2025	8220738
	Powell	Denise		C	NE02	2025	8/13/2025	10071667
	Powell	Denise		X	NE02	2025	6/2/2025	8221090
	Pratt	Eric		C	MN02	2025	8/20/2025	10072235
	Preston	Jenna Michalik		C	CO04	2025	8/10/2025	10072068
	Primus	Donald K.		C	IA02	2025	9/11/2025	10072418
	Pruitt	Roger Keith		X	SC02	2025	6/18/2025	30025210
	Pusczek	Amanda Noelle		D	AL05	2025	5/21/2025	8220959
	Pyati	Nick		C	IL09	2025	8/14/2025	10072069
	Rabb	Christopher M.		C	PA03	2025	9/11/2025	10072420
	Rainforth	Matthew G.		C	VA07	2025	5/12/2025	10068116
	Rais	Muhammad Salman		C	MI07	2025	6/25/2025	10071643
	Rakov	Jake		C	CA32	2025	8/13/2025	10072094
	Rakov	Jake		X	CA32	2025	5/9/2025	8220891
	Rance	Howard Steven		C	FL10	2025	9/17/2025	10072492
	Rand	Lucas		X	VA11	2025	7/8/2025	30025236
Hon.	Randall	Emily		P	WA06	2025	2/11/2025	20026756
Hon.	Raskin	Jamie		P	MD08	2025	4/9/2025	8220828
	Rasmussen	Dawn		C	OR02	2025	9/19/2025	10072458
Mr.	Redkey	David Wayne		A	AZ01	2025	8/16/2025	10072225
Mr.	Redkey	David Wayne		A	AZ01	2025	8/16/2025	10072226
Mr.	Redkey	David Wayne		A	AZ01	2025	8/16/2025	10072227
Mr.	Redkey	David Wayne		A	AZ01	2025	8/16/2025	10072228
Mr.	Redkey	David Wayne		C	AZ01	2025	8/16/2025	10072224
Mr.	Redkey	David Wayne		C	AZ01	2025	8/16/2025	10072224
Mr.	Redkey	David Wayne		C	AZ01	2025	8/16/2025	10072224
Mr.	Redmond	Hampton		O	SC02	2025	9/18/2025	9115661
	Reese	Terri		C	NJ02	2025	7/25/2025	10071804
Mr.	Reeves	Lee Brian	Jr.	X	TN07	2025	8/12/2025	30025351
	Reinmann	Jessica		C	NY17	2025	8/13/2025	10072084
	Reinmann	Jessica		X	NY17	2025	6/2/2025	8220982
Hon.	Reschenthaler	Guy Mr		P	PA14	2025	1/9/2025	20026547
Hon.	Reschenthaler	Guy Mr		P	PA14	2025	4/29/2025	20030237
Hon.	Reschenthaler	Guy Mr		P	PA14	2025	5/20/2025	20030371
	Reynolds	Lowell Andre		D	TN05	2025	5/19/2025	40004779
	Rice	Mark		C	IL08	2025	6/10/2025	10070439
Mr.	Richardson	Bruce Carlton		C	TX23	2025	9/1/2025	10072350
Mr.	Riehle	Raymond		X	CA06	2025	6/12/2025	30024155
	Riker	Brandon		C	CA41	2025	7/31/2025	10071800
	Riker	Brandon		X	CA41	2025	5/9/2025	8220892
	Riley	Cheryl		C	MD08	2025	3/4/2025	10063417
	Riley	Cheryl		X	MD08	2025	3/10/2025	30022502
	Riley	Paul		C	VA05	2025	9/29/2025	10072576
	Rios	Lorenzo P.		C	CA21	2025	8/4/2025	10071976
	Rivas	Jorge		C	AZ07	2025	5/4/2025	10067267
	Rivera-Diaz	Ariel		C	NY14	2025	6/4/2025	10070426
	Rivera-Vazquez	Mayra		C	SC01	2025	7/6/2025	10071713
	Roath	Patrick Thomas		C	MA08	2025	9/4/2025	10070416
	Roath	Patrick Thomas		X	MA08	2025	6/12/2025	30024022
Hon.	Roberson	Sandy		C	NC01	2025	7/11/2025	10070379
Mrs.	Robinson	Jazmin J.		X	IL07	2025	9/29/2025	30025454
Mr.	ROBINSON II	DAVID David	Jr	C	SC02	2025	6/12/2025	10070514
Hon.	Rodgers	Cathy McMorris		T	WA05	2025	1/18/2025	10063285
	Rodriguez	Jimmy		C	AZ07	2025	6/16/2025	10067542
	Rodriguez	Jimmy	Sr.	X	AZ07	2025	5/14/2025	30023157
Hon.	Rogers	Harold Dallas		P	KY05	2025	2/12/2025	8220755
Hon.	Rogers	Harold Dallas		P	KY05	2025	3/6/2025	8220782
Hon.	Rogers	Harold Dallas		P	KY05	2025	5/1/2025	8220844
Hon.	Rogers	Harold Dallas		P	KY05	2025	5/20/2025	8220958
Hon.	Rogers	Harold Dallas		P	KY05	2025	6/11/2025	8221123
Hon.	Rogers	Harold Dallas		P	KY05	2025	7/23/2025	9115546
Hon.	Rogers	Harold Dallas		P	KY05	2025	8/27/2025	9115623
Hon.	Rogers	Harold Dallas		P	KY05	2025	9/4/2025	9115635
	Roma	Amy		W	VA11	2025	7/10/2025	8016
	Roma	Amy		X	VA11	2025	6/26/2025	30025223
	Rosario	Angelina Sigala		C	CA13	2025	5/8/2025	10067657
Dr.	Rosas	Etienne		X	TX34	2025	8/5/2025	30025348
Hon.	Rose	John W.		P	TN06	2025	7/4/2025	20030610
Hon.	Rose	John W.		P	TN06	2025	7/4/2025	20030611
	Rosenblum	Howard		C	IL09	2025	7/27/2025	10071897
Hon.	Rosendale	Matt M.		T	MT02	2025	1/30/2025	10063300
Hon.	Rosendale	Matt M.		X	MT02	2025	1/29/2025	30022485
Dr.	Ross	Gena		C	MO06	2025	8/26/2025	10072309
	Roth	Michael		C	NJ07	2025	8/12/2025	10067552
	Roth	Michael		X	NJ07	2025	5/14/2025	30023160
	Rowden	Aaron B.		X	CA08	2025	9/24/2025	30025434
	Rubio	Susan Storey		X	TX23	2025	7/8/2025	30025242
Hon.	Ruppersberger	C. A. Dutch		T	MD02	2025	1/14/2025	10063256
	Russ	David Honorable		C	OR06	2025	4/19/2025	10066355
	Rutinel	Manny		C	CO08	2025	5/14/2025	10068126
Hon.	Sablan	Gregorio Kilili Camacho		T	MP00	2025	3/27/2025	10063261
Hon.	Sablan	Gregorio Kilili Camacho		X	MP00	2025	1/31/2025	30022489
Hon.	Sablan	Gregorio Kilili Camacho		X	MP00	2025	3/10/2025	30022506
	Sacks	Mike		C	NY17	2025	8/12/2025	10066494
	Sacks	Mike		X	NY17	2025	5/14/2025	30022771
	Salas	Rudy		X	CA22	2025	6/2/2025	8221094
	Salegui	Jim		A	CA01	2025	5/23/2025	10070309
	Salegui	Jim		C	CA01	2025	5/12/2025	10067900
Hon.	Sarbanes	John P.		T	MD03	2025	1/25/2025	10063257
	Sartin	David Wayne		D	WV01	2025	3/3/2025	40003724
	Sawant	Kshama		C	WA09	2025	8/28/2025	10072317
	Scheppelman	Hope G.		C	CO03	2025	6/29/2025	10071664
Hon.	Schneider	Bradley S.		P	IL10	2025	3/5/2025	20027911
Hon.	Schneider	Bradley S.		P	IL10	2025	7/1/2025	20030591
Hon.	Schneider	Bradley S.		P	IL10	2025	7/2/2025	20030594
	Schwartz	Daniel		A	MD01	2025	8/21/2025	10072276
	Schwartz	Daniel		C	MD01	2025	8/21/2025	10069209
	Schwartz	Daniel		X	MD01	2025	5/22/2025	30023998
	Schwartzel	Jim		C	FL19	2025	8/13/2025	10067827
	Schwartzel	Jim		X	FL19	2025	5/14/2025	30023288
Hon.	Scott	Austin		P	GA08	2025	8/13/2025	20030902
	Seifeldein	Mo		X	VA08	2025	9/16/2025	30025416
Hon.	Self	Keith Alan		P	TX03	2025	1/23/2025	8220731
Hon.	Sessions	Pete		P	TX17	2025	6/21/2025	20030544
Hon.	Sessions	Pete		P	TX17	2025	9/15/2025	20032080
Hon.	Sewell	Terri A.		P	AL07	2025	5/12/2025	20030235
Dr.	Shah	Amish Dr		C	AZ01	2025	6/15/2025	10069142
Dr.	Shah	Amish Dr		X	AZ01	2025	5/22/2025	30023946
	Shah	Tina		X	NJ07	2025	8/1/2025	30025328
	Shaheen	Stefany		C	NH01	2025	9/26/2025	10071627
	Shaheen	Stefany		X	NH01	2025	6/30/2025	30025225
	Sheridan	Ryan		X	MO02	2025	8/21/2025	30025370
Hon.	Sherman	Brad		P	CA32	2025	2/20/2025	8220768
Hon.	Sherman	Brad		P	CA32	2025	2/25/2025	8220770
Hon.	Sherman	Brad		P	CA32	2025	3/3/2025	8220780
Hon.	Sherrill	Mikie		P	NJ11	2025	3/10/2025	20027937
	Shin	Irene		X	VA11	2025	6/26/2025	30025219
Hon.	Shreve	Jefferson		P	IN06	2025	2/12/2025	20026770
Hon.	Shreve	Jefferson		P	IN06	2025	3/9/2025	20027879
Hon.	Shreve	Jefferson		P	IN06	2025	4/11/2025	20029038
Hon.	Shreve	Jefferson		P	IN06	2025	5/8/2025	20030231
Hon.	Shreve	Jefferson		P	IN06	2025	6/22/2025	20030387
	Sigala	Angelina		W	CA13	2025	5/19/2025	8006
	Simmons	Mike		C	IL09	2025	9/3/2025	10072074
	Sleister	Nicolaus		D	VA02	2025	5/19/2025	40004767
Hon.	Slotkin	Elissa		E	MI07	2025	1/17/2025	40003710
	Small	Eric		C	ME01	2025	8/31/2025	10072346
	Smead	Josh		C	MO06	2025	5/14/2025	10067989
Hon.	Smith	Adam		P	WA09	2025	8/8/2025	20030868
Hon.	Smith	Adrian		P	NE03	2025	2/13/2025	8220764
Hon.	Smith	Adrian		P	NE03	2025	7/24/2025	9115549
	Smith	Robert Jeffrey		C	CA24	2025	4/2/2025	10064644
	Snow	Patty		C	OR02	2025	9/29/2025	10071992
	Snow	Patty		X	OR02	2025	8/12/2025	30025353
	Solis	Hilda		X	CA38	2025	9/29/2025	30025452
	Solomon	Gavin		C	NY11	2025	9/22/2025	10072526
	Solomon	Gavin		C	NY12	2025	7/20/2025	10071836
	Solomon	Gavin		C	VI00	2025	9/14/2025	10072443
	Solomon	Gavin		C	WV01	2025	9/16/2025	10072468
Hon.	Spanberger	Abigail		T	VA07	2025	1/11/2025	10063255
	Sparrow	Steven		C	CA29	2025	1/23/2025	10063299
Hon.	Spartz	Victoria		P	IN05	2025	2/10/2025	20026754
Hon.	Spartz	Victoria		P	IN05	2025	4/26/2025	20030233
	Spence	Allen L.	Jr.	D	FL17	2025	6/11/2025	40004787
	Stahl	Brian		C	TX06	2025	7/13/2025	10071773
Hon.	Steel	Michelle		T	CA45	2025	3/23/2025	10063281
Hon.	Steel	Michelle		X	CA45	2025	1/23/2025	30022480
	Steger	Mike		C	MI11	2025	7/27/2025	10071860
	Stelson	Janelle		X	PA10	2025	8/5/2025	30025346
	Stern	Eli		C	CA49	2025	3/7/2025	10063478
Hon.	Steube	Greg		P	FL17	2025	4/4/2025	20024927
Hon.	Steube	Greg		P	FL17	2025	7/16/2025	20030673
	Stevenson	Cherlynn		C	KY06	2025	9/9/2025	10070344
	Stevenson	Cherlynn		X	KY06	2025	6/4/2025	30024006
	Stewart	Trapper Gavin Alexander		C	IN07	2025	3/4/2025	10063458
	Stille	Becky Lynn		C	NE03	2025	5/14/2025	10068895
	Stocker	Kevin		C	NY23	2025	7/22/2025	10071805
	Story	Justin		C	FL09	2025	9/1/2025	10071659
	Story	Justin		D	FL09	2025	7/7/2025	40004794
Hon.	Stutzman	Marlin		X	IN03	2025	5/13/2025	30023544
	Su	Dongbo Mark		C	IL09	2025	6/12/2025	10070499
	Sublette	Sean		X	VA01	2025	9/8/2025	30025406
	Sullivan	John		C	NY17	2025	8/17/2025	10067304
	Sullivan	John		X	NY17	2025	5/22/2025	30023172
	Sullivan	Maura Corby		X	NH01	2025	5/9/2025	8220895
Hon.	Suozzi	Thomas		P	NY03	2025	4/21/2025	20030188
Hon.	Suozzi	Thomas		P	NY03	2025	8/13/2025	20030307
	Swartz	Jessica		C	MI04	2025	5/20/2025	10067418
Dr.	Swift	Paula Williams		C	CA40	2025	4/8/2025	10064663
Mr.	Tabacchi	Michael Eugene		C	IL12	2025	8/11/2025	10071848
Mr.	Tabacchi	Michael Eugene		X	IL12	2025	8/12/2025	30025356
	Talkington	Michelle		C	MD05	2025	6/9/2025	10063425
	Talkington	Michelle		X	MD05	2025	3/10/2025	30022504
Mr.	Tamirisa	Chandrashekar Apparao Srinivas		C	VA11	2025	9/6/2025	10072383
	Taylor	Bernard		C	FL21	2025	5/14/2025	10067871
Hon.	Taylor	David J.		P	OH02	2025	4/3/2025	20029060
Hon.	Taylor	David J.		P	OH02	2025	4/3/2025	20029069
Hon.	Taylor	David J.		P	OH02	2025	6/2/2025	20030402
Hon.	Taylor	David J.		P	OH02	2025	6/26/2025	20030567
Hon.	Taylor	David J.		P	OH02	2025	9/2/2025	20030782
Hon.	Taylor	David J.		P	OH02	2025	9/16/2025	20032094
	Taylor	Floyd		D	IN09	2025	8/1/2025	40004814
	Taylor	Gary Frank		D	TX21	2025	8/1/2025	40004805
	Techau	Kevin W.		C	IA02	2025	8/8/2025	10068951
	Techau	Kevin W.		X	IA02	2025	5/22/2025	30023847
	Teixeira	Mark Charles		X	TX21	2025	9/24/2025	30025430
	Terrell	Travis		C	IA01	2025	4/11/2025	10064675
	Terwey	Erik		D	OK02	2025	7/7/2025	40004788
Hon.	Thanedar	Shri		P	MI13	2025	8/11/2025	20030869
	Thomas	Robert		C	TX14	2025	8/23/2025	10072290
	Thompson	Larry		C	CA32	2025	6/20/2025	10071614
	Thornton	Wayne M.		X	CO04	2025	6/4/2025	30024018
	Thorp	Jonathan		C	TN07	2025	7/3/2025	10065682
Dr.	Till	Suzanne Marie		C	CA48	2025	7/28/2025	10071837
	Todd	Jennifer Ann		C	IL15	2025	4/20/2025	10066361
Ms.	Toldens	Robi J.		C	PA03	2025	6/7/2025	10070441
	Tomkins	Anthony		C	UT01	2025	1/29/2025	10063327
	Tomkins	Anthony		D	UT01	2025	3/3/2025	40003718
Hon.	Torres	Ritchie John		P	NY15	2025	8/20/2025	20030930
	Toth	Steve		A	TX08	2025	9/11/2025	10072424
	Toth	Steve		A	TX08	2025	9/23/2025	10072473
	Toth	Steve		C	TX08	2025	9/11/2025	10072423
Hon.	Trahan	Lori		G	MA03	2025	5/28/2025	8220973
Mr.	Tran	Nick B.		C	TX02	2025	5/14/2025	10066640
	Treble	Jonathan		C	AZ01	2025	8/11/2025	10068759
	Treble	Jonathan		X	AZ01	2025	5/22/2025	30023746
	Trevino	Ryan		W	TX28	2025	5/19/2025	8008
	Trimble	Jacob		D	KY05	2025	9/22/2025	9115658
Mr.	Tristan	Anthony James		D	TX20	2025	8/6/2025	40004817
Hon.	Trone	David		T	MD06	2025	4/18/2025	10063233
Hon.	Trone	David		X	MD06	2025	1/14/2025	30022472
	Trone Garriott	Sarah		C	IA03	2025	9/1/2025	10070385
	Trone Garriott	Sarah		X	IA03	2025	6/4/2025	30024016
Mr.	Truman	Benedict	II	C	GA04	2025	3/22/2025	10063583
	Tully	Dan		X	IL08	2025	7/8/2025	30025248
	Turner	Sylvester		C	TX18	2025	1/30/2025	10063318
	Twedt-Ball	Clinton Gene		X	IA02	2025	8/27/2025	9115626
	Tyler	John Wesley		C	CA04	2025	1/16/2025	10063277
	Tyler	John Wesley		C	CA04	2025	4/2/2025	10064643
	Ufford	Don		A	MI11	2025	9/25/2025	10072550
	Ufford	Don		C	MI11	2025	9/24/2025	10072520
	Urrutia	Christian		C	NH01	2025	8/26/2025	10072233
Mr.	Valleza	Andres R.		D	WA08	2025	9/19/2025	9115660
	Vandenberg	Tyler Isaac		C	CA03	2025	8/1/2025	10071920
	Vandenberg	Tyler Isaac		X	CA03	2025	8/5/2025	30025345
	Vang	Mai		X	CA07	2025	9/29/2025	30025451
	Varela	Brian		C	NJ07	2025	7/7/2025	10071637
	Varet	Esther Kim		C	CA40	2025	8/6/2025	10063302
	Varet	Esther Kim		X	CA40	2025	2/25/2025	30022482
	Varet	Esther Kim		X	CA40	2025	4/29/2025	30022685
	Vartan	Gregory	III	C	NJ07	2025	6/7/2025	10063455
	Vartan	Gregory	III	X	NJ07	2025	3/19/2025	30022509
	Vician	Gary		D	IL14	2025	9/23/2025	40004845
	Vincent	John Gregory		C	SC07	2025	5/13/2025	10067625
	Von Wilpert	Marni		X	CA48	2025	9/24/2025	30025436
Hon.	Wagner	Ann		P	MO02	2025	2/14/2025	8220765
Hon.	Wagner	Ann		P	MO02	2025	4/16/2025	8220836
Mr.	Walish	George Martin	Jr.	C	MD01	2025	6/29/2025	10071665
	Walkinshaw	James		C	VA11	2025	8/8/2025	10070306
	Walkinshaw	James		X	VA11	2025	6/4/2025	30024007
	Walleck	Connor		C	WI01	2025	4/23/2025	10066574
Hon.	Waltz	Michael		E	FL06	2025	5/27/2025	40004775
Hon.	Waltz	Michael		P	FL06	2025	1/23/2025	20026639
	Washington Soviegn	Emelia Rosie		C	IL07	2025	2/17/2025	10063297
Hon.	Wasserman Schultz	Debbie		P	FL25	2025	3/6/2025	20027912
Hon.	Wasserman Schultz	Debbie		P	FL25	2025	7/1/2025	20030577
Hon.	Wasserman Schultz	Debbie		P	FL25	2025	7/25/2025	20030600
Hon.	Wasserman Schultz	Debbie		P	FL25	2025	8/6/2025	20030839
Hon.	Wasserman Schultz	Debbie		P	FL25	2025	8/18/2025	20030929
Mr.	Watkins	Dantwan Samuel		C	GA10	2025	6/17/2025	10071586
	Watkins	Vinson L Mr		C	GA08	2025	5/9/2025	10067782
Mr.	Wechtaluk	Ethan Parrott		C	MD06	2025	8/8/2025	10072057
Mr.	Weland	Jason Patrick		W	CA05	2025	3/3/2025	8002
Hon.	Wenstrup	Brad R.		T	OH02	2025	3/4/2025	10063304
Hon.	Wenstrup	Brad R.		X	OH02	2025	1/30/2025	30022488
Mr.	Wentzel	Joseph		D	IL08	2025	9/17/2025	40004824
Mr.	Wentzel	Joseph		X	IL08	2025	6/12/2025	30024024
Mr.	Wentzel	Joseph		X	IL08	2025	7/8/2025	30025250
Hon.	Westerman	Bruce		P	AR04	2025	4/16/2025	20030146
Hon.	Westerman	Bruce		P	AR04	2025	5/12/2025	20030332
	Wettach	Taylor		X	IA01	2025	8/1/2025	30025335
Hon.	Wexton	Jennifer		X	VA10	2025	1/22/2025	30022478
	Wheatley	Jordan Douglas		C	TX03	2025	5/14/2025	10065699
	Whipple	Cody K.		C	NV04	2025	7/1/2025	10066438
	Whipple	Cody K.		X	NV04	2025	5/14/2025	30023373
Hon.	Whitesides	George		P	CA27	2025	4/23/2025	20027982
Hon.	Whitesides	George		P	CA27	2025	8/13/2025	20030886
Hon.	Whitesides	George		X	CA27	2025	5/9/2025	8220881
	Whitson	Stewart		A	VA11	2025	8/11/2025	10072111
	Whitson	Stewart		C	VA11	2025	8/11/2025	10071758
	Whitson	Stewart		X	VA11	2025	7/15/2025	30025268
